mes,year,hora,activity,sex,fatal,species
7,2013,tarde,surfing,F,N,unknown shark
7,2013,unknown,other,M,N,unknown shark
7,2013,tarde,diving,F,Y,unknown shark
7,2013,unknown,other,M,Y,unknown shark
7,2013,tarde,other,F,N,unknown shark
7,2013,unknown,other,M,U,unknown shark
7,2013,unknown,surfing,M,N,unknown shark
6,2013,unknown,fishing,M,N,unknown shark
6,2013,unknown,other,M,U,unknown shark
6,2013,tarde,fishing,M,N,white shark
6,2013,unknown,other,M,N,bull shark
6,2013,tarde,other,M,N,other shark
6,2013,tarde,other,M,N,tiger shark
6,2013,tarde,other,M,N,unknown shark
6,2013,mañana,surfing,M,N,unknown shark
6,2013,unknown,surfing,F,N,unknown shark
6,2013,tarde,surfing,F,N,other shark
6,2013,unknown,fishing,M,N,other shark
6,2013,tarde,surfing,M,N,other shark
5,2013,unknown,diving,M,N,other shark
5,2013,tarde,other,M,N,unknown shark
5,2013,unknown,other,M,Y,unknown shark
5,2013,noche,fishing,M,N,unknown shark
5,2013,tarde,surfing,M,N,other shark
5,2013,unknown,surfing,M,U,unknown shark
5,2013,mañana,surfing,M,Y,bull shark
5,2013,mañana,surfing,M,N,other shark
4,2013,unknown,fishing,M,N,other shark
4,2013,tarde,other,F,N,tiger shark
4,2013,tarde,fishing,M,N,other shark
4,2013,mañana,surfing,M,N,other shark
4,2013,unknown,diving,M,N,other shark
4,2013,tarde,surfing,M,N,bull shark
4,2013,unknown,other,M,Y,unknown shark
4,2013,tarde,surfing,M,N,reef shark
4,2013,unknown,other,M,N,unknown shark
4,2013,unknown,other,M,U,unknown shark
4,2013,mañana,surfing,M,N,other shark
3,2013,unknown,surfing,M,U,other shark
3,2013,unknown,diving,M,N,unknown shark
3,2013,unknown,diving,F,N,other shark
3,2013,unknown,fishing,M,N,unknown shark
3,2013,mañana,fishing,M,N,other shark
3,2013,unknown,surfing,M,N,unknown shark
3,2013,mañana,fishing,M,Y,tiger shark
3,2013,mañana,fishing,M,N,other shark
3,2013,unknown,other,M,N,other shark
3,2013,unknown,other,M,N,unknown shark
2,2013,tarde,other,M,Y,white shark
2,2013,tarde,surfing,u,N,reef shark
2,2013,tarde,surfing,M,N,reef shark
2,2013,tarde,surfing,M,N,other shark
2,2013,mañana,diving,M,N,other shark
2,2013,unknown,other,M,N,unknown shark
1,2013,unknown,fishing,M,N,white shark
1,2013,unknown,surfing,M,N,unknown shark
1,2013,unknown,other,M,U,unknown shark
1,2013,tarde,surfing,M,N,tiger shark
1,2013,unknown,fishing,M,N,other shark
1,2013,mañana,diving,M,N,unknown shark
12,2012,tarde,other,M,N,unknown shark
12,2012,tarde,surfing,M,N,other shark
12,2012,mañana,surfing,M,N,bull shark
12,2012,unknown,other,M,Y,tiger shark
12,2012,unknown,surfing,M,N,tiger shark
12,2012,tarde,surfing,M,N,other shark
12,2012,tarde,fishing,M,N,tiger shark
0,2012,unknown,diving,F,N,other shark
11,2012,mañana,diving,M,N,tiger shark
11,2012,tarde,other,M,U,other shark
11,2012,mañana,other,M,Y,other shark
11,2012,tarde,surfing,M,N,other shark
11,2012,mañana,diving,M,N,tiger shark
11,2012,mañana,surfing,M,N,tiger shark
10,2012,tarde,surfing,M,N,white shark
10,2012,tarde,other,F,N,tiger shark
10,2012,mañana,surfing,M,Y,white shark
10,2012,unknown,other,F,N,unknown shark
10,2012,mañana,surfing,M,N,unknown shark
10,2012,mañana,surfing,M,N,other shark
10,2012,tarde,other,M,U,unknown shark
10,2012,unknown,other,F,N,unknown shark
10,2012,tarde,surfing,M,N,unknown shark
10,2012,tarde,surfing,M,N,other shark
9,2012,tarde,surfing,M,N,other shark
9,2012,tarde,surfing,M,N,other shark
9,2012,tarde,surfing,M,N,unknown shark
9,2012,unknown,other,F,N,bull shark
9,2012,tarde,surfing,u,N,unknown shark
9,2012,tarde,surfing,M,N,unknown shark
9,2012,tarde,other,M,N,unknown shark
9,2012,unknown,surfing,M,N,unknown shark
9,2012,mañana,surfing,M,N,unknown shark
9,2012,mañana,surfing,M,N,unknown shark
9,2012,tarde,surfing,F,N,other shark
9,2012,tarde,fishing,u,N,tiger shark
9,2012,tarde,surfing,F,N,other shark
8,2012,unknown,fishing,M,N,other shark
8,2012,tarde,surfing,M,N,unknown shark
8,2012,tarde,other,M,Y,unknown shark
8,2012,unknown,other,M,N,unknown shark
8,2012,tarde,fishing,u,N,other shark
8,2012,unknown,diving,M,N,other shark
8,2012,tarde,surfing,M,N,bull shark
8,2012,unknown,fishing,M,N,other shark
7,2012,mañana,surfing,M,N,unknown shark
7,2012,tarde,surfing,M,N,white shark
7,2012,tarde,surfing,M,N,unknown shark
7,2012,tarde,surfing,M,N,white shark
7,2012,mañana,other,M,U,unknown shark
7,2012,tarde,surfing,M,Y,unknown shark
7,2012,unknown,other,M,U,unknown shark
7,2012,unknown,surfing,F,U,other shark
7,2012,mañana,surfing,M,Y,white shark
7,2012,tarde,other,F,N,unknown shark
0,2012,unknown,fishing,M,N,unknown shark
7,2012,tarde,diving,F,U,unknown shark
7,2012,mañana,sailing,M,N,other shark
7,2012,tarde,surfing,M,N,other shark
6,2012,unknown,other,u,U,other shark
6,2012,noche,other,M,N,bull shark
6,2012,tarde,surfing,M,N,unknown shark
6,2012,mañana,other,F,N,reef shark
6,2012,unknown,surfing,M,N,unknown shark
6,2012,tarde,other,M,N,unknown shark
6,2012,mañana,surfing,M,N,other shark
6,2012,unknown,fishing,M,U,other shark
6,2012,mañana,other,F,N,unknown shark
6,2012,tarde,fishing,M,N,other shark
6,2012,tarde,other,F,N,other shark
6,2012,tarde,other,M,N,unknown shark
6,2012,tarde,other,M,N,other shark
6,2012,tarde,other,M,N,other shark
6,2012,mañana,surfing,M,N,other shark
6,2012,mañana,other,M,Y,other shark
6,2012,tarde,surfing,M,N,white shark
6,2012,unknown,surfing,F,N,unknown shark
6,2012,noche,surfing,M,N,unknown shark
5,2012,tarde,other,F,N,other shark
5,2012,mañana,diving,M,N,bull shark
5,2012,tarde,surfing,M,N,other shark
5,2012,mañana,fishing,M,N,tiger shark
5,2012,unknown,fishing,M,N,unknown shark
5,2012,tarde,fishing,M,N,white shark
5,2012,mañana,other,F,N,unknown shark
5,2012,mañana,surfing,F,N,white shark
4,2012,noche,surfing,M,N,other shark
4,2012,tarde,surfing,M,Y,white shark
4,2012,unknown,sailing,M,N,white shark
4,2012,tarde,surfing,M,N,tiger shark
4,2012,unknown,other,M,N,other shark
3,2012,mañana,diving,M,Y,white shark
3,2012,tarde,surfing,M,N,unknown shark
3,2012,madrugada,fishing,u,N,white shark
3,2012,tarde,surfing,M,N,bull shark
3,2012,tarde,surfing,M,N,bull shark
3,2012,tarde,surfing,F,N,other shark
3,2012,tarde,surfing,M,N,other shark
3,2012,noche,surfing,M,N,unknown shark
3,2012,mañana,diving,F,N,other shark
3,2012,tarde,surfing,M,N,unknown shark
3,2012,tarde,surfing,M,N,other shark
3,2012,unknown,surfing,M,U,unknown shark
3,2012,unknown,fishing,M,N,unknown shark
2,2012,tarde,surfing,M,N,spinner shark
2,2012,tarde,fishing,M,N,other shark
2,2012,unknown,fishing,u,N,white shark
2,2012,tarde,surfing,M,N,unknown shark
1,2012,mañana,diving,u,N,other shark
1,2012,tarde,diving,M,N,tiger shark
1,2012,unknown,diving,M,N,tiger shark
1,2012,unknown,fishing,M,N,other shark
1,2012,tarde,surfing,M,N,white shark
1,2012,tarde,other,M,Y,bull shark
1,2012,unknown,surfing,M,N,white shark
1,2012,noche,surfing,M,N,other shark
1,2012,mañana,fishing,M,N,tiger shark
12,2011,tarde,other,M,N,unknown shark
12,2011,mañana,other,M,U,unknown shark
12,2011,tarde,surfing,M,N,unknown shark
12,2011,tarde,surfing,M,N,unknown shark
12,2011,unknown,sailing,M,N,other shark
12,2011,unknown,fishing,M,N,unknown shark
12,2011,madrugada,surfing,M,N,white shark
12,2011,unknown,surfing,M,U,unknown shark
12,2011,unknown,surfing,M,N,other shark
12,2011,mañana,surfing,F,N,unknown shark
12,2011,unknown,fishing,u,U,unknown shark
12,2011,mañana,surfing,M,N,unknown shark
11,2011,tarde,surfing,M,N,unknown shark
11,2011,tarde,other,M,N,other shark
11,2011,unknown,sailing,M,N,white shark
11,2011,unknown,diving,M,N,unknown shark
11,2011,unknown,surfing,M,N,unknown shark
11,2011,mañana,diving,M,N,unknown shark
10,2011,unknown,surfing,M,N,white shark
10,2011,unknown,surfing,M,N,other shark
10,2011,unknown,diving,u,N,other shark
10,2011,tarde,diving,M,Y,white shark
10,2011,unknown,surfing,M,N,white shark
10,2011,tarde,diving,M,N,other shark
10,2011,unknown,surfing,M,N,other shark
10,2011,unknown,surfing,M,N,other shark
10,2011,mañana,other,M,Y,unknown shark
10,2011,mañana,sailing,M,N,other shark
10,2011,tarde,fishing,M,N,unknown shark
10,2011,unknown,other,M,N,unknown shark
9,2011,mañana,surfing,M,U,other shark
9,2011,unknown,fishing,M,N,unknown shark
9,2011,tarde,other,M,N,white shark
9,2011,tarde,fishing,M,N,bull shark
9,2011,mañana,other,M,N,unknown shark
9,2011,tarde,sailing,M,N,unknown shark
9,2011,tarde,surfing,M,Y,unknown shark
9,2011,unknown,other,M,Y,unknown shark
9,2011,mañana,surfing,M,N,other shark
9,2011,tarde,surfing,M,N,unknown shark
9,2011,tarde,surfing,M,N,tiger shark
9,2011,tarde,surfing,u,N,unknown shark
9,2011,tarde,surfing,M,Y,white shark
9,2011,mañana,surfing,M,N,spinner shark
8,2011,mañana,surfing,M,N,other shark
8,2011,noche,other,M,U,unknown shark
8,2011,noche,fishing,F,N,unknown shark
8,2011,mañana,fishing,M,N,unknown shark
8,2011,unknown,surfing,M,N,unknown shark
8,2011,tarde,other,M,N,unknown shark
8,2011,mañana,surfing,M,Y,white shark
8,2011,unknown,other,M,N,unknown shark
8,2011,tarde,other,F,N,tiger shark
8,2011,tarde,other,M,U,unknown shark
8,2011,noche,other,M,N,other shark
8,2011,tarde,surfing,M,N,reef shark
0,2011,unknown,other,M,N,unknown shark
8,2011,tarde,diving,M,Y,bull shark
8,2011,unknown,surfing,M,N,unknown shark
0,2011,tarde,other,M,N,unknown shark
8,2011,tarde,diving,M,Y,unknown shark
7,2011,unknown,other,M,U,unknown shark
7,2011,unknown,other,M,N,unknown shark
7,2011,unknown,fishing,M,N,unknown shark
7,2011,mañana,surfing,M,N,white shark
7,2011,tarde,surfing,F,N,unknown shark
7,2011,tarde,sailing,M,N,unknown shark
7,2011,noche,surfing,M,N,unknown shark
7,2011,tarde,diving,M,N,unknown shark
7,2011,tarde,other,M,N,unknown shark
7,2011,unknown,fishing,M,N,unknown shark
7,2011,tarde,surfing,M,N,unknown shark
7,2011,mañana,sailing,M,N,unknown shark
6,2011,tarde,diving,M,N,unknown shark
6,2011,mañana,surfing,M,N,unknown shark
6,2011,tarde,diving,M,N,bull shark
6,2011,tarde,surfing,F,N,bull shark
6,2011,tarde,surfing,M,N,white shark
6,2011,tarde,other,M,N,unknown shark
6,2011,unknown,fishing,M,N,other shark
6,2011,tarde,surfing,M,Y,unknown shark
6,2011,tarde,surfing,M,Y,unknown shark
6,2011,unknown,fishing,u,N,white shark
6,2011,tarde,diving,M,N,other shark
6,2011,unknown,fishing,M,N,unknown shark
6,2011,unknown,fishing,M,N,other shark
6,2011,tarde,other,M,N,other shark
6,2011,unknown,diving,F,N,reef shark
5,2011,tarde,surfing,F,N,unknown shark
5,2011,unknown,surfing,M,N,white shark
5,2011,tarde,surfing,F,N,tiger shark
5,2011,tarde,surfing,F,N,tiger shark
5,2011,unknown,fishing,M,Y,other shark
5,2011,tarde,surfing,M,N,unknown shark
5,2011,mañana,surfing,M,Y,tiger shark
5,2011,mañana,surfing,M,N,unknown shark
5,2011,unknown,fishing,M,N,other shark
5,2011,unknown,fishing,M,U,unknown shark
5,2011,unknown,fishing,M,N,unknown shark
4,2011,unknown,fishing,M,N,bull shark
4,2011,tarde,fishing,M,N,reef shark
4,2011,tarde,surfing,M,N,other shark
4,2011,tarde,surfing,M,N,other shark
4,2011,mañana,surfing,M,N,bull shark
4,2011,tarde,diving,M,N,unknown shark
3,2011,unknown,fishing,M,N,other shark
3,2011,unknown,other,F,N,bull shark
3,2011,tarde,surfing,M,N,bull shark
3,2011,unknown,other,M,N,unknown shark
3,2011,tarde,diving,M,N,unknown shark
3,2011,tarde,surfing,F,N,other shark
3,2011,unknown,other,F,U,unknown shark
3,2011,unknown,surfing,M,N,unknown shark
2,2011,mañana,fishing,M,N,bull shark
2,2011,tarde,fishing,M,N,other shark
2,2011,tarde,surfing,M,N,unknown shark
2,2011,tarde,diving,M,Y,white shark
2,2011,mañana,fishing,M,N,other shark
2,2011,tarde,diving,M,N,unknown shark
2,2011,unknown,fishing,M,N,unknown shark
2,2011,unknown,surfing,M,N,unknown shark
1,2011,tarde,other,F,N,other shark
1,2011,unknown,fishing,M,N,unknown shark
1,2011,tarde,diving,M,N,reef shark
1,2011,tarde,other,F,U,unknown shark
1,2011,tarde,surfing,M,Y,unknown shark
0,2011,unknown,other,M,N,unknown shark
1,2011,tarde,fishing,u,N,white shark
12,2010,tarde,surfing,M,N,other shark
12,2010,unknown,surfing,M,N,unknown shark
12,2010,tarde,surfing,M,N,unknown shark
12,2010,tarde,diving,F,Y,white shark
12,2010,unknown,surfing,M,N,unknown shark
12,2010,mañana,diving,M,N,other shark
12,2010,mañana,diving,M,N,other shark
11,2010,tarde,diving,F,N,white shark
11,2010,tarde,diving,F,N,white shark
11,2010,mañana,fishing,M,N,unknown shark
11,2010,unknown,other,M,U,unknown shark
11,2010,tarde,diving,M,N,unknown shark
11,2010,mañana,diving,M,Y,unknown shark
11,2010,unknown,surfing,M,N,unknown shark
11,2010,unknown,fishing,M,N,white shark
10,2010,tarde,diving,F,N,white shark
10,2010,unknown,fishing,M,N,unknown shark
10,2010,tarde,surfing,M,N,unknown shark
10,2010,unknown,fishing,M,N,unknown shark
10,2010,tarde,diving,M,N,other shark
10,2010,unknown,surfing,M,N,unknown shark
10,2010,mañana,surfing,M,Y,white shark
10,2010,unknown,diving,F,N,unknown shark
10,2010,tarde,surfing,M,N,bull shark
10,2010,unknown,diving,M,N,other shark
10,2010,tarde,surfing,F,N,other shark
10,2010,tarde,surfing,M,N,unknown shark
9,2010,tarde,surfing,M,N,white shark
9,2010,tarde,surfing,M,N,unknown shark
9,2010,unknown,other,M,Y,white shark
9,2010,tarde,surfing,M,N,other shark
9,2010,unknown,other,M,N,other shark
9,2010,tarde,other,M,N,unknown shark
9,2010,unknown,surfing,M,N,unknown shark
9,2010,tarde,surfing,M,N,unknown shark
9,2010,mañana,surfing,M,N,unknown shark
9,2010,unknown,other,M,N,unknown shark
8,2010,unknown,other,M,U,unknown shark
8,2010,mañana,surfing,M,N,unknown shark
8,2010,mañana,surfing,M,Y,white shark
8,2010,unknown,fishing,M,N,white shark
8,2010,noche,fishing,F,N,unknown shark
8,2010,tarde,other,F,N,unknown shark
8,2010,mañana,surfing,M,N,unknown shark
8,2010,tarde,surfing,M,N,unknown shark
8,2010,unknown,surfing,M,N,other shark
8,2010,noche,other,F,U,unknown shark
8,2010,tarde,sailing,M,N,white shark
8,2010,mañana,fishing,F,N,other shark
7,2010,unknown,fishing,M,N,other shark
7,2010,tarde,surfing,M,N,unknown shark
7,2010,mañana,other,M,N,other shark
7,2010,tarde,other,F,N,tiger shark
7,2010,unknown,surfing,M,N,spinner shark
7,2010,noche,other,M,N,other shark
7,2010,unknown,fishing,M,N,unknown shark
7,2010,unknown,fishing,M,N,other shark
7,2010,unknown,diving,F,N,unknown shark
7,2010,tarde,fishing,M,N,other shark
7,2010,noche,surfing,M,N,other shark
7,2010,tarde,surfing,M,N,other shark
6,2010,unknown,surfing,M,N,bull shark
6,2010,unknown,surfing,F,N,unknown shark
6,2010,tarde,other,F,N,unknown shark
6,2010,tarde,other,M,N,other shark
6,2010,tarde,surfing,F,N,other shark
6,2010,tarde,surfing,M,N,unknown shark
6,2010,unknown,surfing,M,N,unknown shark
5,2010,mañana,fishing,M,N,other shark
5,2010,tarde,other,F,N,other shark
5,2010,tarde,other,F,N,other shark
5,2010,tarde,surfing,M,N,unknown shark
5,2010,mañana,diving,M,N,unknown shark
5,2010,mañana,other,F,N,other shark
4,2010,tarde,other,M,N,other shark
4,2010,tarde,surfing,M,N,other shark
4,2010,mañana,surfing,M,N,other shark
4,2010,tarde,other,M,N,white shark
3,2010,mañana,surfing,M,N,other shark
0,2010,unknown,other,M,N,other shark
2,2010,mañana,surfing,M,N,other shark
2,2010,mañana,diving,M,Y,unknown shark
2,2010,tarde,diving,F,N,other shark
2,2010,mañana,surfing,M,N,other shark
2,2010,unknown,fishing,M,N,other shark
2,2010,tarde,surfing,M,N,white shark
2,2010,tarde,surfing,M,N,spinner shark
2,2010,mañana,diving,M,U,unknown shark
2,2010,tarde,surfing,M,Y,unknown shark
2,2010,tarde,surfing,F,N,other shark
1,2010,unknown,surfing,M,N,hammerhead shark
1,2010,tarde,surfing,M,N,unknown shark
1,2010,noche,surfing,M,N,unknown shark
1,2010,mañana,surfing,M,N,unknown shark
1,2010,tarde,fishing,M,Y,white shark
1,2010,unknown,diving,F,N,white shark
1,2010,unknown,other,F,N,unknown shark
1,2010,tarde,other,M,N,unknown shark
1,2010,mañana,other,M,N,unknown shark
1,2010,mañana,fishing,M,N,unknown shark
1,2010,unknown,surfing,M,N,unknown shark
12,2009,mañana,other,M,N,unknown shark
12,2009,mañana,other,M,N,unknown shark
12,2009,tarde,other,M,N,other shark
12,2009,mañana,sailing,M,N,unknown shark
12,2009,mañana,fishing,M,N,bull shark
12,2009,tarde,surfing,M,Y,unknown shark
12,2009,unknown,surfing,M,U,other shark
12,2009,unknown,other,M,Y,white shark
12,2009,mañana,surfing,M,N,unknown shark
12,2009,mañana,sailing,u,N,white shark
12,2009,tarde,diving,M,N,tiger shark
11,2009,tarde,surfing,M,U,unknown shark
11,2009,mañana,other,M,N,other shark
11,2009,tarde,fishing,M,N,other shark
11,2009,mañana,surfing,M,N,unknown shark
11,2009,tarde,surfing,F,N,unknown shark
11,2009,tarde,surfing,M,N,other shark
11,2009,mañana,sailing,M,N,other shark
11,2009,unknown,surfing,M,N,unknown shark
10,2009,mañana,sailing,M,N,white shark
10,2009,unknown,fishing,M,N,other shark
10,2009,mañana,surfing,F,N,unknown shark
10,2009,tarde,surfing,M,N,unknown shark
10,2009,mañana,surfing,M,N,other shark
10,2009,tarde,other,F,N,unknown shark
10,2009,tarde,diving,M,N,other shark
10,2009,unknown,diving,M,N,bull shark
10,2009,mañana,surfing,M,N,unknown shark
10,2009,tarde,fishing,M,N,other shark
9,2009,tarde,other,M,N,bull shark
9,2009,unknown,other,M,N,unknown shark
9,2009,unknown,fishing,M,N,unknown shark
9,2009,unknown,other,M,Y,unknown shark
9,2009,noche,other,M,Y,unknown shark
9,2009,tarde,other,M,Y,unknown shark
9,2009,unknown,other,M,U,unknown shark
9,2009,unknown,fishing,M,N,unknown shark
8,2009,tarde,surfing,M,N,other shark
8,2009,tarde,surfing,M,Y,white shark
8,2009,tarde,other,F,N,white shark
8,2009,unknown,surfing,M,N,white shark
8,2009,noche,other,M,N,unknown shark
8,2009,mañana,surfing,M,N,tiger shark
8,2009,mañana,fishing,M,N,bull shark
0,2009,unknown,fishing,M,N,bull shark
7,2009,mañana,surfing,M,N,unknown shark
7,2009,tarde,other,F,N,unknown shark
7,2009,unknown,other,M,Y,unknown shark
7,2009,tarde,other,F,N,unknown shark
7,2009,mañana,other,F,U,other shark
7,2009,tarde,other,F,N,unknown shark
7,2009,tarde,other,F,N,unknown shark
7,2009,unknown,other,M,N,unknown shark
7,2009,unknown,fishing,M,N,reef shark
7,2009,mañana,surfing,M,N,other shark
7,2009,mañana,surfing,M,N,unknown shark
7,2009,tarde,surfing,F,N,unknown shark
7,2009,unknown,other,F,N,other shark
6,2009,mañana,surfing,M,N,other shark
6,2009,unknown,surfing,M,U,unknown shark
6,2009,tarde,other,M,U,unknown shark
6,2009,unknown,fishing,M,N,white shark
6,2009,unknown,diving,M,N,white shark
6,2009,unknown,diving,M,N,white shark
6,2009,mañana,diving,F,Y,white shark
5,2009,noche,fishing,M,N,other shark
5,2009,noche,other,M,N,other shark
5,2009,mañana,surfing,M,N,spinner shark
5,2009,mañana,surfing,M,N,spinner shark
5,2009,mañana,surfing,M,N,spinner shark
5,2009,tarde,fishing,M,N,other shark
3,2009,unknown,fishing,M,N,other shark
4,2009,tarde,other,F,N,unknown shark
4,2009,mañana,surfing,M,N,unknown shark
4,2009,tarde,surfing,M,N,unknown shark
4,2009,unknown,other,M,N,unknown shark
4,2009,tarde,surfing,M,N,unknown shark
4,2009,tarde,surfing,M,N,other shark
4,2009,unknown,fishing,M,U,unknown shark
4,2009,mañana,surfing,M,N,other shark
4,2009,mañana,other,M,U,unknown shark
4,2009,mañana,fishing,M,N,white shark
4,2009,tarde,other,M,N,unknown shark
3,2009,unknown,fishing,M,N,other shark
3,2009,tarde,surfing,M,Y,unknown shark
3,2009,tarde,surfing,M,N,other shark
3,2009,mañana,surfing,M,N,unknown shark
3,2009,mañana,surfing,F,N,unknown shark
3,2009,tarde,surfing,F,N,other shark
3,2009,unknown,fishing,F,N,reef shark
3,2009,noche,other,M,N,other shark
3,2009,unknown,other,M,N,other shark
3,2009,mañana,surfing,M,Y,unknown shark
3,2009,tarde,fishing,M,N,other shark
3,2009,unknown,fishing,M,N,unknown shark
3,2009,mañana,surfing,M,N,other shark
2,2009,mañana,fishing,M,N,unknown shark
2,2009,tarde,surfing,M,N,unknown shark
2,2009,noche,surfing,M,N,white shark
2,2009,mañana,surfing,M,N,bull shark
2,2009,unknown,other,M,Y,unknown shark
2,2009,mañana,surfing,M,N,white shark
2,2009,mañana,surfing,M,N,unknown shark
1,2009,unknown,fishing,M,N,unknown shark
1,2009,unknown,other,M,U,unknown shark
1,2009,mañana,fishing,M,N,bull shark
1,2009,noche,fishing,u,N,unknown shark
1,2009,tarde,other,M,N,unknown shark
1,2009,tarde,other,M,Y,tiger shark
1,2009,unknown,other,M,U,unknown shark
